W,Ta,Mo,Nb,Zr,Ti,Comp_point,Unit [at% or wt%],VEC,Delta_pct,H_mix_kJ_mol
20.0,10.0,30.0,10.0,0.0,30.0,1972,at%,5.2,2.8921495549661493,-4.849333333333333
20.0,10.0,30.0,10.0,10.0,20.0,1973,at%,5.2,4.66964268975822,-6.532111111111112
20.0,10.0,30.0,10.0,20.0,10.0,1974,at%,5.2,5.757613275975413,-6.992515555555556
20.0,10.0,30.0,10.0,30.0,0.0,1975,at%,5.2,6.519454265364826,-6.2086933333333345
20.0,10.0,30.0,20.0,0.0,20.0,1976,at%,5.3,2.8169014084507076,-5.281466666666667
20.0,10.0,30.0,20.0,10.0,10.0,1977,at%,5.300000000000001,4.6399581883822165,-6.300688888888891
20.0,10.0,30.0,20.0,20.0,0.0,1978,at%,5.3,5.746218002169013,-6.071760000000001
20.0,10.0,30.0,30.0,0.0,10.0,1979,at%,5.4,2.737551035878087,-5.867866666666668
20.0,10.0,30.0,30.0,10.0,0.0,1980,at%,5.4,4.608938547486036,-6.212422222222223
20.0,10.0,30.0,40.0,0.0,0.0,1981,at%,5.5,2.6537218225989845,-6.611142857142858
20.0,10.0,40.0,0.0,0.0,30.0,1982,at%,5.300000000000001,2.814674503837679,-4.380266666666667
20.0,10.0,40.0,0.0,10.0,20.0,1983,at%,5.300000000000001,4.7326682564549545,-6.263804444444445
20.0,10.0,40.0,0.0,20.0,10.0,1984,at%,5.300000000000001,5.892556509887895,-6.910044444444447
20.0,10.0,40.0,0.0,30.0,0.0,1985,at%,5.300000000000001,6.708401459384726,-6.302891972789116
20.0,10.0,40.0,10.0,0.0,20.0,1986,at%,5.4,2.723550092695522,-4.832533333333334
20.0,10.0,40.0,10.0,10.0,10.0,1987,at%,5.400000000000001,4.695839843697957,-6.0578488888888895
20.0,10.0,40.0,10.0,20.0,0.0,1988,at%,5.4,5.875730319368448,-6.02008888888889
20.0,10.0,40.0,20.0,0.0,10.0,1989,at%,5.500000000000001,2.627087392491699,-5.430933333333334
20.0,10.0,40.0,20.0,10.0,0.0,1990,at%,5.500000000000001,4.657556071872315,-5.982915555555556
20.0,10.0,40.0,30.0,0.0,0.0,1991,at%,5.6000000000000005,2.524665220489988,-6.18232380952381
20.0,10.0,50.0,0.0,0.0,20.0,1992,at%,5.5,2.5286470604027294,-3.9080000000000004
20.0,10.0,50.0,0.0,10.0,10.0,1993,at%,5.500000000000001,4.700551415264922,-5.335111111111111
20.0,10.0,50.0,0.0,20.0,0.0,1994,at%,5.5,5.964848185492355,-5.486394557823131
20.0,10.0,50.0,10.0,0.0,10.0,1995,at%,5.6000000000000005,2.4083878029449988,-4.528
20.0,10.0,50.0,10.0,10.0,0.0,1996,at%,5.6000000000000005,4.654442877291966,-5.287111111111112
20.0,10.0,50.0,20.0,0.0,0.0,1997,at%,5.7,2.2792022792022726,-5.293142857142858
20.0,10.0,60.0,0.0,0.0,10.0,1998,at%,5.7,2.0433271612425896,-3.1478095238095243
20.0,10.0,60.0,0.0,10.0,0.0,1999,at%,5.7,4.597930994559488,-4.109324263038548
20.0,10.0,60.0,10.0,0.0,0.0,2000,at%,5.8,1.8680011955189517,-3.935619047619048
20.0,10.0,70.0,0.0,0.0,0.0,2001,at%,5.8999999999999995,1.114527581642418,-2.099666666666667
20.0,20.0,0.0,0.0,0.0,60.0,2002,at%,4.6,2.717880435820441,-3.248
20.0,20.0,0.0,0.0,10.0,50.0,2003,at%,4.6,4.228340457806745,-6.345777777777778
20.0,20.0,0.0,0.0,20.0,40.0,2004,at%,4.6,5.141134131910958,-8.28088888888889
20.0,20.0,0.0,0.0,30.0,30.0,2005,at%,4.6000000000000005,5.756815034988186,-9.05696
20.0,20.0,0.0,0.0,40.0,20.0,2006,at%,4.6000000000000005,6.172499000481131,-8.652444444444445
20.0,20.0,0.0,0.0,50.0,10.0,2007,at%,4.6000000000000005,6.433892111307772,-7.031854875283447
20.0,20.0,0.0,0.0,60.0,0.0,2008,at%,4.6,6.5657762894077045,-4.148
20.0,20.0,0.0,10.0,0.0,50.0,2009,at%,4.7,2.6778322528209144,-3.1706666666666674
20.0,20.0,0.0,10.0,10.0,40.0,2010,at%,4.7,4.219494264147998,-5.612248888888889
20.0,20.0,0.0,10.0,20.0,30.0,2011,at%,4.7,5.146896163875303,-6.893760000000002
20.0,20.0,0.0,10.0,30.0,20.0,2012,at%,4.7,5.772975503592926,-7.007786666666666
20.0,20.0,0.0,10.0,40.0,10.0,2013,at%,4.700000000000001,6.197298868935245,-5.92024888888889
20.0,20.0,0.0,10.0,50.0,0.0,2014,at%,4.7,6.4665226156387,-3.5789659863945578
20.0,20.0,0.0,20.0,0.0,40.0,2015,at%,4.800000000000001,2.635231383473644,-3.248
20.0,20.0,0.0,20.0,10.0,30.0,2016,at%,4.8,4.209477958258229,-5.027888888888889
20.0,20.0,0.0,20.0,20.0,20.0,2017,at%,4.8,5.151761961391331,-5.648000000000001
20.0,20.0,0.0,20.0,30.0,10.0,2018,at%,4.800000000000001,5.788342048904529,-5.08556
20.0,20.0,0.0,20.0,40.0,0.0,2019,at%,4.800000000000001,6.221341225668786,-3.283555555555556
20.0,20.0,0.0,30.0,0.0,30.0,2020,at%,4.9,2.589943732256319,-3.483200000000001
20.0,20.0,0.0,30.0,10.0,20.0,2021,at%,4.9,4.198278417115196,-4.599644444444445
20.0,20.0,0.0,30.0,20.0,10.0,2022,at%,4.9,5.155730402943809,-4.549155555555557
20.0,20.0,0.0,30.0,30.0,0.0,2023,at%,4.9,5.802917900511924,-3.2801600000000004
20.0,20.0,0.0,40.0,0.0,20.0,2024,at%,5.0,2.541817368914749,-3.877333333333334
20.0,20.0,0.0,40.0,10.0,10.0,2025,at%,5.000000000000001,4.185881361560362,-4.328355555555557
20.0,20.0,0.0,40.0,20.0,0.0,2026,at%,5.0,5.158799887568087,-3.5839999999999996
20.0,20.0,0.0,50.0,0.0,10.0,2027,at%,5.1000000000000005,2.4906792161688616,-4.4308571428571435
20.0,20.0,0.0,50.0,10.0,0.0,2028,at%,5.1000000000000005,4.172271299932185,-4.206412698412699
20.0,20.0,0.0,60.0,0.0,0.0,2029,at%,5.2,2.4363308752835455,-5.144
20.0,20.0,10.0,0.0,0.0,50.0,2030,at%,4.800000000000001,2.8446412907072722,-4.029333333333334
20.0,20.0,10.0,0.0,10.0,40.0,2031,at%,4.800000000000001,4.436421242765454,-6.650915555555557
20.0,20.0,10.0,0.0,20.0,30.0,2032,at%,4.800000000000001,5.410525385789453,-8.09464888888889
20.0,20.0,10.0,0.0,30.0,20.0,2033,at%,4.8,6.080111047537655,-8.367453333333334
20.0,20.0,10.0,0.0,40.0,10.0,2034,at%,4.800000000000001,6.546641457343369,-7.437475555555556
20.0,20.0,10.0,0.0,50.0,0.0,2035,at%,4.800000000000001,6.858281645665637,-5.2531882086167805
20.0,20.0,10.0,10.0,0.0,40.0,2036,at%,4.9,2.792218984472089,-4.116000000000001
20.0,20.0,10.0,10.0,10.0,30.0,2037,at%,4.9,4.419514608207594,-6.081222222222223
20.0,20.0,10.0,10.0,20.0,20.0,2038,at%,4.9,5.409459498937802,-6.868888888888889
20.0,20.0,10.0,10.0,30.0,10.0,2039,at%,4.9,6.089927943210592,-6.46896
20.0,20.0,10.0,10.0,40.0,0.0,2040,at%,4.9,6.565224884367056,-4.8271822222222225
20.0,20.0,10.0,20.0,0.0,30.0,2041,at%,5.0,2.73686004780243,-4.3546666666666685
20.0,20.0,10.0,20.0,10.0,20.0,2042,at%,5.0,4.401405845303211,-5.6577777777777785
20.0,20.0,10.0,20.0,20.0,10.0,2043,at%,5.000000000000001,5.407518064314683,-5.777777777777779
20.0,20.0,10.0,20.0,30.0,0.0,2044,at%,5.0,6.098995191667407,-4.674226666666666
20.0,20.0,10.0,30.0,0.0,20.0,2045,at%,5.1000000000000005,2.678374269285364,-4.750533333333333
20.0,20.0,10.0,30.0,10.0,10.0,2046,at%,5.100000000000001,4.382075351677665,-5.388755555555557
20.0,20.0,10.0,30.0,20.0,0.0,2047,at%,5.1000000000000005,5.404696533317788,-4.816488888888889
20.0,20.0,10.0,40.0,0.0,10.0,2048,at%,5.200000000000001,2.6165436271146434,-5.305066666666667
20.0,20.0,10.0,40.0,10.0,0.0,2049,at%,5.200000000000001,4.361502142081653,-5.268088888888889
20.0,20.0,10.0,50.0,0.0,0.0,2050,at%,5.300000000000001,2.551116323801007,-6.018857142857144
20.0,20.0,20.0,0.0,0.0,40.0,2051,at%,5.0,2.860600007625686,-4.5280000000000005
20.0,20.0,20.0,0.0,10.0,30.0,2052,at%,5.0,4.572281903987767,-6.687444444444445
20.0,20.0,20.0,0.0,20.0,20.0,2053,at%,5.0,5.618754284950732,-7.6480000000000015
20.0,20.0,20.0,0.0,30.0,10.0,2054,at%,5.000000000000001,6.346654753353086,-7.412920000000001
20.0,20.0,20.0,0.0,40.0,0.0,2055,at%,5.0,6.865304949372575,-5.932444444444445
20.0,20.0,20.0,10.0,0.0,30.0,2056,at%,5.1000000000000005,2.7938286648974535,-4.781333333333333
20.0,20.0,20.0,10.0,10.0,20.0,2057,at%,5.1000000000000005,4.547366543608295,-6.284000000000001
20.0,20.0,20.0,10.0,20.0,10.0,2058,at%,5.1000000000000005,5.611210963290112,-6.5822222222222235
20.0,20.0,20.0,10.0,30.0,0.0,2059,at%,5.1000000000000005,6.350622567852166,-5.6472533333333335
20.0,20.0,20.0,20.0,0.0,20.0,2060,at%,5.2,2.723415650233894,-5.183999999999999
20.0,20.0,20.0,20.0,10.0,10.0,2061,at%,5.200000000000001,4.521170736473429,-6.0231111111111115
20.0,20.0,20.0,20.0,20.0,0.0,2062,at%,5.2,5.602785106645493,-5.632
20.0,20.0,20.0,30.0,0.0,10.0,2063,at%,5.300000000000001,2.6490620976768455,-5.742400000000001
20.0,20.0,20.0,30.0,10.0,0.0,2064,at%,5.300000000000001,4.493667355125815,-5.906844444444445
20.0,20.0,20.0,40.0,0.0,0.0,2065,at%,5.4,2.570417283051628,-6.458666666666668
20.0,20.0,30.0,0.0,0.0,30.0,2066,at%,5.2,2.7638812330416695,-4.7408
20.0,20.0,30.0,0.0,10.0,20.0,2067,at%,5.2,4.640132858430201,-6.442244444444444
20.0,20.0,30.0,0.0,20.0,10.0,2068,at%,5.2,5.770821788365557,-6.921315555555557
20.0,20.0,30.0,0.0,30.0,0.0,2069,at%,5.2,6.562016267748942,-6.15776
20.0,20.0,30.0,10.0,0.0,20.0,2070,at%,5.3,2.6789347771492307,-5.161466666666667
20.0,20.0,30.0,10.0,10.0,10.0,2071,at%,5.300000000000001,4.606900445314855,-6.2046888888888905
20.0,20.0,30.0,10.0,20.0,0.0,2072,at%,5.3,5.756913215783819,-5.99976
20.0,20.0,30.0,20.0,0.0,10.0,2073,at%,5.4,2.5890258163592277,-5.7296000000000005
20.0,20.0,30.0,20.0,10.0,0.0,2074,at%,5.4,4.572259264918023,-6.099488888888889
20.0,20.0,30.0,30.0,0.0,0.0,2075,at%,5.5,2.4936083059190617,-6.452
20.0,20.0,40.0,0.0,0.0,20.0,2076,at%,5.4,2.537382102127417,-4.666666666666667
20.0,20.0,40.0,0.0,10.0,10.0,2077,at%,5.400000000000001,4.640749678453711,-5.91064888888889
20.0,20.0,40.0,0.0,20.0,0.0,2078,at%,5.4,5.869444987661692,-5.891555555555557
20.0,20.0,40.0,10.0,0.0,10.0,2079,at%,5.500000000000001,2.426589211820971,-5.254933333333334
20.0,20.0,40.0,10.0,10.0,0.0,2080,at%,5.500000000000001,4.598532411890807,-5.830915555555555
20.0,20.0,40.0,20.0,0.0,0.0,2081,at%,5.6000000000000005,2.3079654558624867,-5.9893333333333345
20.0,20.0,50.0,0.0,0.0,10.0,2082,at%,5.6000000000000005,2.135039878330352,-4.305142857142857
20.0,20.0,50.0,0.0,10.0,0.0,2083,at%,5.6000000000000005,4.571842823925337,-5.082920634920635
20.0,20.0,50.0,10.0,0.0,0.0,2084,at%,5.7,1.9793611168967915,-5.061142857142858
20.0,20.0,60.0,0.0,0.0,0.0,2085,at%,5.8,1.4057329944236272,-3.6560000000000006
20.0,30.0,0.0,0.0,0.0,50.0,2086,at%,4.7,2.653516554706382,-3.2112000000000007
20.0,30.0,0.0,0.0,10.0,40.0,2087,at%,4.7,4.253418090753821,-5.670115555555555
20.0,30.0,0.0,0.0,20.0,30.0,2088,at%,4.7,5.2127825214040735,-6.967360000000001
20.0,30.0,0.0,0.0,30.0,20.0,2089,at%,4.7,5.863799166465706,-7.09872
20.0,30.0,0.0,0.0,40.0,10.0,2090,at%,4.700000000000001,6.310152630090293,-6.029963174603175
20.0,30.0,0.0,0.0,50.0,0.0,2091,at%,4.7,6.600253792384178,-3.708546938775511
20.0,30.0,0.0,10.0,0.0,40.0,2092,at%,4.800000000000001,2.6047275257081273,-3.269866666666667
20.0,30.0,0.0,10.0,10.0,30.0,2093,at%,4.8,4.240117558328108,-5.072422222222222
20.0,30.0,0.0,10.0,20.0,20.0,2094,at%,4.8,5.215001930338341,-5.7136
20.0,30.0,0.0,10.0,30.0,10.0,2095,at%,4.800000000000001,5.876761095447545,-5.172226666666667
20.0,30.0,0.0,10.0,40.0,0.0,2096,at%,4.800000000000001,6.331866582405367,-3.391669841269841
20.0,30.0,0.0,20.0,0.0,30.0,2097,at%,4.9,2.5529669609781807,-3.483200000000001
20.0,30.0,0.0,20.0,10.0,20.0,2098,at%,4.9,4.22560925185414,-4.6236444444444444
20.0,30.0,0.0,20.0,20.0,10.0,2099,at%,4.9,5.216327213389229,-4.597155555555556
20.0,30.0,0.0,20.0,30.0,0.0,2100,at%,4.9,5.888946403587517,-3.3521600000000005
20.0,30.0,0.0,30.0,0.0,20.0,2101,at%,5.0,2.49804157894563,-3.8544000000000005
20.0,30.0,0.0,30.0,10.0,10.0,2102,at%,5.000000000000001,4.20987587130612,-4.329955555555555
20.0,30.0,0.0,30.0,20.0,0.0,2103,at%,5.0,5.216755376397324,-3.6112
20.0,30.0,0.0,40.0,0.0,10.0,2104,at%,5.1000000000000005,2.4397288262951036,-4.384533333333334
20.0,30.0,0.0,40.0,10.0,0.0,2105,at%,5.1000000000000005,4.192898773218385,-4.184888888888889
20.0,30.0,0.0,50.0,0.0,0.0,2106,at%,5.2,2.377770416943581,-5.074057142857144
20.0,30.0,10.0,0.0,0.0,40.0,2107,at%,4.9,2.726376040506004,-4.0972
20.0,30.0,10.0,0.0,10.0,30.0,2108,at%,4.9,4.427075884597212,-6.079755555555556
20.0,30.0,10.0,0.0,20.0,20.0,2109,at%,4.9,5.45314100035143,-6.883155555555557
20.0,30.0,10.0,0.0,30.0,10.0,2110,at%,4.9,6.160183366857024,-6.500559999999999
20.0,30.0,10.0,0.0,40.0,0.0,2111,at%,4.9,6.657973756299065,-4.877563174603175
20.0,30.0,10.0,10.0,0.0,30.0,2112,at%,5.0,2.663802142851539,-4.319866666666667
20.0,30.0,10.0,10.0,10.0,20.0,2113,at%,5.0,4.405653307702799,-5.645644444444445
20.0,30.0,10.0,10.0,20.0,10.0,2114,at%,5.000000000000001,5.448659237244976,-5.786711111111111
20.0,30.0,10.0,10.0,30.0,0.0,2115,at%,5.0,6.1670137862432055,-4.704226666666665
20.0,30.0,10.0,20.0,0.0,20.0,2116,at%,5.1000000000000005,2.5976522396346504,-4.694533333333333
20.0,30.0,10.0,20.0,10.0,10.0,2117,at%,5.100000000000001,4.3829653503506245,-5.356755555555557
20.0,30.0,10.0,20.0,20.0,0.0,2118,at%,5.1000000000000005,5.4432899415156495,-4.808488888888888
20.0,30.0,10.0,30.0,0.0,10.0,2119,at%,5.200000000000001,2.5276368320772815,-5.2264
20.0,30.0,10.0,30.0,10.0,0.0,2120,at%,5.200000000000001,4.35898745179867,-5.213955555555556
20.0,30.0,10.0,40.0,0.0,0.0,2121,at%,5.300000000000001,2.453415944535183,-5.916933333333334
20.0,30.0,20.0,0.0,0.0,30.0,2122,at%,5.1000000000000005,2.6833732810603204,-4.702400000000001
20.0,30.0,20.0,0.0,10.0,20.0,2123,at%,5.1000000000000005,4.529616724738675,-6.2223999999999995
20.0,30.0,20.0,0.0,20.0,10.0,2124,at%,5.1000000000000005,5.634275705627385,-6.536355555555556
20.0,30.0,20.0,0.0,30.0,0.0,2125,at%,5.1000000000000005,6.402196392319018,-5.61872
20.0,30.0,20.0,10.0,0.0,20.0,2126,at%,5.2,2.60380014074595,-5.091733333333334
20.0,30.0,20.0,10.0,10.0,10.0,2127,at%,5.200000000000001,4.499934673612742,-5.953511111111112
20.0,30.0,20.0,10.0,20.0,0.0,2128,at%,5.2,5.623326016983651,-5.583466666666666
20.0,30.0,20.0,20.0,0.0,10.0,2129,at%,5.300000000000001,2.519513214084272,-5.630400000000001
20.0,30.0,20.0,20.0,10.0,0.0,2130,at%,5.300000000000001,4.468880013003591,-5.818844444444445
20.0,30.0,20.0,30.0,0.0,0.0,2131,at%,5.4,2.4300126355978384,-6.324800000000001
20.0,30.0,30.0,0.0,0.0,20.0,2132,at%,5.3,2.5143407121119044,-5.0232
20.0,30.0,30.0,0.0,10.0,10.0,2133,at%,5.300000000000001,4.563627233402922,-6.083755555555555
20.0,30.0,30.0,0.0,20.0,0.0,2134,at%,5.3,5.760122598146588,-5.894559999999999
20.0,30.0,30.0,10.0,0.0,10.0,2135,at%,5.4,2.41142604917209,-5.579866666666668
20.0,30.0,30.0,10.0,10.0,0.0,2136,at%,5.4,4.525179748920528,-5.972422222222223
20.0,30.0,30.0,20.0,0.0,0.0,2137,at%,5.5,2.3014273100951734,-6.284000000000001
20.0,30.0,40.0,0.0,0.0,10.0,2138,at%,5.500000000000001,2.185247723433458,-5.058057142857143
20.0,30.0,40.0,0.0,10.0,0.0,2139,at%,5.500000000000001,4.528350620554571,-5.651372698412699
20.0,30.0,40.0,10.0,0.0,0.0,2140,at%,5.6000000000000005,2.044328343963711,-5.78232380952381
20.0,30.0,50.0,0.0,0.0,0.0,2141,at%,5.7,1.5930656259885625,-4.8062000000000005
20.0,40.0,0.0,0.0,0.0,40.0,2142,at%,4.800000000000001,2.556527584354717,-3.2853333333333348
20.0,40.0,0.0,0.0,10.0,30.0,2143,at%,4.8,4.260694579626357,-5.104688888888891
20.0,40.0,0.0,0.0,20.0,20.0,2144,at%,4.8,5.2699682360743445,-5.760000000000002
20.0,40.0,0.0,0.0,30.0,10.0,2145,at%,4.800000000000001,5.957592784640553,-5.233979047619048
20.0,40.0,0.0,0.0,40.0,0.0,2146,at%,4.800000000000001,6.4350110836511005,-3.470222222222223
20.0,40.0,0.0,10.0,0.0,30.0,2147,at%,4.9,2.497631565690612,-3.4800000000000013
20.0,40.0,0.0,10.0,10.0,20.0,2148,at%,4.9,4.242838630754623,-4.642577777777778
20.0,40.0,0.0,10.0,20.0,10.0,2149,at%,4.9,5.268678558184401,-4.635555555555557
20.0,40.0,0.0,10.0,30.0,0.0,2150,at%,4.9,5.967443276086351,-3.409645714285715
20.0,40.0,0.0,20.0,0.0,20.0,2151,at%,5.0,2.435139074603726,-3.8293333333333344
20.0,40.0,0.0,20.0,10.0,10.0,2152,at%,5.000000000000001,4.223721666343845,-4.328355555555556
20.0,40.0,0.0,20.0,20.0,0.0,2153,at%,5.0,5.266489388327151,-3.632000000000001
20.0,40.0,0.0,30.0,0.0,10.0,2154,at%,5.1000000000000005,2.368756290241546,-4.3365333333333345
20.0,40.0,0.0,30.0,10.0,0.0,2155,at%,5.1000000000000005,4.203321580469118,-4.1608888888888895
20.0,40.0,0.0,40.0,0.0,0.0,2156,at%,5.2,2.29813660491678,-5.002666666666668
20.0,40.0,10.0,0.0,0.0,30.0,2157,at%,5.0,2.5708699550944356,-4.275733333333335
20.0,40.0,10.0,0.0,10.0,20.0,2158,at%,5.0,4.4000461760324505,-5.618311111111112
20.0,40.0,10.0,0.0,20.0,10.0,2159,at%,5.000000000000001,5.482024446868436,-5.773511111111112
20.0,40.0,10.0,0.0,30.0,0.0,2160,at%,5.0,6.228084502011836,-4.7063790476190475
20.0,40.0,10.0,10.0,0.0,20.0,2161,at%,5.1000000000000005,2.4959184903549074,-4.634400000000001
20.0,40.0,10.0,10.0,10.0,10.0,2162,at%,5.100000000000001,4.373904087209012,-5.318755555555557
20.0,40.0,10.0,10.0,20.0,0.0,2163,at%,5.1000000000000005,5.474101569210369,-4.789955555555556
20.0,40.0,10.0,20.0,0.0,10.0,2164,at%,5.200000000000001,2.4163835019782627,-5.145066666666668
20.0,40.0,10.0,20.0,10.0,0.0,2165,at%,5.200000000000001,4.346415162039583,-5.15608888888889
20.0,40.0,10.0,30.0,0.0,0.0,2166,at%,5.300000000000001,2.331786370068453,-5.812933333333334
20.0,40.0,20.0,0.0,0.0,20.0,2167,at%,5.2,2.4591813503755495,-4.986666666666668
20.0,40.0,20.0,0.0,10.0,10.0,2168,at%,5.200000000000001,4.468573662822687,-5.865244444444446
20.0,40.0,20.0,0.0,20.0,0.0,2169,at%,5.2,5.636285304536235,-5.509333333333335
20.0,40.0,20.0,10.0,0.0,10.0,2170,at%,5.300000000000001,2.3628326101317163,-5.512000000000001
20.0,40.0,20.0,10.0,10.0,0.0,2171,at%,5.300000000000001,4.433809086474787,-5.72257777777778
20.0,40.0,20.0,20.0,0.0,0.0,2172,at%,5.4,2.259887005649714,-6.186666666666668
20.0,40.0,30.0,0.0,0.0,10.0,2173,at%,5.4,2.197437359550305,-5.414476190476192
20.0,40.0,30.0,0.0,10.0,0.0,2174,at%,5.4,4.4672424667077495,-5.823831746031748
20.0,40.0,30.0,10.0,0.0,0.0,2175,at%,5.5,2.067963418642075,-6.107142857142858
20.0,40.0,40.0,0.0,0.0,0.0,2176,at%,5.6000000000000005,1.7118402282453606,-5.557333333333334
20.0,50.0,0.0,0.0,0.0,30.0,2177,at%,4.9,2.4224486819145086,-3.4708571428571435
20.0,50.0,0.0,0.0,10.0,20.0,2178,at%,4.9,4.249964825076081,-4.649968253968255
20.0,50.0,0.0,0.0,20.0,10.0,2179,at%,4.9,5.312933957641129,-4.656126984126985
20.0,50.0,0.0,0.0,30.0,0.0,2180,at%,4.9,6.038623834893149,-3.4442171428571426
20.0,50.0,0.0,10.0,0.0,20.0,2181,at%,5.0,2.351336265417972,-3.8015238095238097
20.0,50.0,0.0,10.0,10.0,10.0,2182,at%,5.000000000000001,4.227392691852476,-4.3224126984127
20.0,50.0,0.0,10.0,20.0,0.0,2183,at%,5.0,5.3081383133057445,-3.644571428571429
20.0,50.0,0.0,20.0,0.0,10.0,2184,at%,5.1000000000000005,2.2756410097019444,-4.286857142857143
20.0,50.0,0.0,20.0,10.0,0.0,2185,at%,5.1000000000000005,4.203488610939018,-4.134412698412699
20.0,50.0,0.0,30.0,0.0,0.0,2186,at%,5.2,2.194878733478035,-4.930057142857144
20.0,50.0,10.0,0.0,0.0,20.0,2187,at%,5.1000000000000005,2.3702249713576244,-4.56552380952381
20.0,50.0,10.0,0.0,10.0,10.0,2188,at%,5.100000000000001,4.354703776994564,-5.266412698412699
20.0,50.0,10.0,0.0,20.0,0.0,2189,at%,5.1000000000000005,5.497168160810056,-4.750793650793651
20.0,50.0,10.0,10.0,0.0,10.0,2190,at%,5.200000000000001,2.2792589360593403,-5.060190476190477
20.0,50.0,10.0,10.0,10.0,0.0,2191,at%,5.200000000000001,4.3235704323570445,-5.093079365079366
20.0,50.0,10.0,20.0,0.0,0.0,2192,at%,5.300000000000001,2.1819624485675524,-5.706857142857143
20.0,50.0,20.0,0.0,0.0,10.0,2193,at%,5.300000000000001,2.1728842285342553,-5.381714285714286
20.0,50.0,20.0,0.0,10.0,0.0,2194,at%,5.300000000000001,4.388079104261603,-5.608825396825398
20.0,50.0,20.0,10.0,0.0,0.0,2195,at%,5.4,2.0523708421797604,-6.04304761904762
20.0,50.0,30.0,0.0,0.0,0.0,2196,at%,5.5,1.7766708388046664,-5.915857142857143
20.0,60.0,0.0,0.0,0.0,20.0,2197,at%,5.0,2.2440392706872343,-3.7680000000000002
20.0,60.0,0.0,0.0,10.0,10.0,2198,at%,5.000000000000001,4.220787946924311,-4.305269841269842
20.0,60.0,0.0,0.0,20.0,0.0,2199,at%,5.0,5.341795986133702,-3.6400000000000006
20.0,60.0,0.0,10.0,0.0,10.0,2200,at%,5.1000000000000005,2.1572527928335963,-4.2346666666666675
20.0,60.0,0.0,10.0,10.0,0.0,2201,at%,5.1000000000000005,4.193272164584516,-4.103936507936509
20.0,60.0,0.0,20.0,0.0,0.0,2202,at%,5.2,2.064176749536383,-4.856000000000001
20.0,60.0,10.0,0.0,0.0,10.0,2203,at%,5.200000000000001,2.1109491603802177,-4.966857142857144
20.0,60.0,10.0,0.0,10.0,0.0,2204,at%,5.200000000000001,4.290159462801073,-5.016126984126985
20.0,60.0,10.0,10.0,0.0,0.0,2205,at%,5.300000000000001,1.9973142834276487,-5.5975238095238105
20.0,60.0,20.0,0.0,0.0,0.0,2206,at%,5.4,1.79420009087567,-5.888000000000001
20.0,70.0,0.0,0.0,0.0,10.0,2207,at%,5.1000000000000005,2.008840626875624,-4.1768888888888895
20.0,70.0,0.0,0.0,10.0,0.0,2208,at%,5.1000000000000005,4.172464774891345,-4.062444444444445
20.0,70.0,0.0,10.0,0.0,0.0,2209,at%,5.2,1.9000703729767705,-4.7795555555555564
20.0,70.0,10.0,0.0,0.0,0.0,2210,at%,5.300000000000001,1.7666189528708267,-5.4798888888888895
20.0,80.0,0.0,0.0,0.0,0.0,2211,at%,5.2,1.692524682651615,-4.6976
30.0,0.0,0.0,0.0,0.0,70.0,2212,at%,4.6,3.1823442326082163,-4.787999999999999
30.0,0.0,0.0,0.0,10.0,60.0,2213,at%,4.6,4.565728366310245,-8.736673469387755
30.0,0.0,0.0,0.0,20.0,50.0,2214,at%,4.6,5.441656391590489,-11.497335510204083
30.0,0.0,0.0,0.0,30.0,40.0,2215,at%,4.6,6.043354028278262,-13.089551020408166
30.0,0.0,0.0,0.0,40.0,30.0,2216,at%,4.6,6.45522741438847,-13.505387755102042
30.0,0.0,0.0,0.0,50.0,20.0,2217,at%,4.6,6.7188532944042185,-12.722668367346937
30.0,0.0,0.0,0.0,60.0,10.0,2218,at%,4.6,6.85745121458398,-10.708816326530613
30.0,0.0,0.0,0.0,70.0,0.0,2219,at%,4.6,6.884339711560046,-7.422239999999999
30.0,0.0,0.0,10.0,0.0,60.0,2220,at%,4.699999999999999,3.145648449689024,-4.6259999999999994
30.0,0.0,0.0,10.0,10.0,50.0,2221,at%,4.699999999999999,4.555877523014108,-7.918555555555556
30.0,0.0,0.0,10.0,20.0,40.0,2222,at%,4.699999999999999,5.445798642126468,-10.026782222222224
30.0,0.0,0.0,10.0,30.0,30.0,2223,at%,4.7,6.057653392584405,-10.962
30.0,0.0,0.0,10.0,40.0,20.0,2224,at%,4.7,6.477984478437119,-10.708401814058957
30.0,0.0,0.0,10.0,50.0,10.0,2225,at%,4.7,6.749243372579534,-9.233638888888889
30.0,0.0,0.0,10.0,60.0,0.0,2226,at%,4.699999999999999,6.895137454109969,-6.492285714285714
30.0,0.0,0.0,20.0,0.0,50.0,2227,at%,4.8,3.1068578447411186,-4.6168000000000005
30.0,0.0,0.0,20.0,10.0,40.0,2228,at%,4.8,4.544930970033785,-7.247826666666667
30.0,0.0,0.0,20.0,20.0,30.0,2229,at%,4.8,5.449090348409595,-8.69712
30.0,0.0,0.0,20.0,30.0,20.0,2230,at%,4.8,6.071199943071692,-8.966560000000001
30.0,0.0,0.0,20.0,40.0,10.0,2231,at%,4.800000000000001,6.5000268525118186,-8.027272925170069
30.0,0.0,0.0,20.0,50.0,0.0,2232,at%,4.8,6.7789216581454355,-5.829835714285713
30.0,0.0,0.0,30.0,0.0,40.0,2233,at%,4.9,3.065885980780882,-4.764
