W,Ta,Mo,Nb,Zr,Ti
20.3088,14.82,13.61,14.9256,20.7201,15.6154
33.4564,1.0329,37.8828,1.0329,25.5622,1.0329
10.6747,0.6749,29.2997,23.9781,21.8198,13.5527
33.7859,0.8168,34.8327,4.6586,0.8168,25.0892
24.0379,34.9139,38.6005,0.8159,0.8159,0.8159
9.7066,20.5027,24.112,6.7939,22.0694,16.8155
0.9747,16.3476,25.6837,13.713,25.0507,18.2304
18.7115,14.2662,16.6938,30.5103,11.067,8.7512
13.5186,31.4727,36.1896,10.7604,7.1811,0.8776
18.3472,8.6435,0.7617,22.1306,16.4321,33.6848
0.815,24.2971,37.6153,0.815,21.3791,15.0783
27.3327,15.2568,1.0618,1.0618,3.6896,51.5974
15.426,1.2702,1.2702,25.9815,46.8744,9.1779
32.1324,0.789,37.9186,10.2656,0.789,18.1054
20.0732,20.1082,20.4607,13.389,16.1981,9.7707
7.6386,25.6671,14.2919,15.952,1.0529,35.3975
29.6317,1.5717,64.0816,1.5717,1.5717,1.5717
33.0186,28.9388,6.2357,7.5214,22.9207,1.3649
19.0841,2.0183,2.0183,66.6462,3.6042,6.6289
16.888,19.6108,0.5695,21.7855,15.9861,25.1601
11.3899,8.5933,21.9435,20.8022,16.8051,20.4659
8.4624,30.1652,0.8267,37.7359,0.8267,21.9831
30.4845,18.8971,26.6533,21.5792,1.0669,1.319
0.6813,15.2499,27.9206,19.711,32.0271,4.41
25.6031,0.808,36.6107,21.8689,6.6815,8.4279
11.7296,0.8351,35.5537,11.4373,39.6093,0.8351
26.6986,24.4867,0.6027,1.6628,29.5945,16.9547
8.2537,17.4732,25.4878,0.6999,26.1812,21.9041
7.7002,47.6584,32.1682,10.4359,1.0186,1.0186
39.7298,13.3048,5.354,0.9588,24.9187,15.7339
20.6756,23.0333,18.2068,5.869,0.8046,31.4107
37.914,17.1236,0.7855,24.856,0.7855,18.5353
15.8776,1.3342,1.3342,26.8498,50.4234,4.1807
0.5823,28.3712,25.8711,3.1597,15.5844,26.4313
24.1297,25.1334,27.8261,9.3057,0.6294,12.9756
5.0193,25.5819,2.075,23.0828,2.075,42.166
1.0211,1.0211,8.0257,39.1796,49.7314,1.0211
32.5662,16.3645,1.5221,13.1927,11.4315,24.9231
1.1756,2.6968,39.8482,10.1633,23.9007,22.2154
34.677,40.2322,1.7175,0.91,21.5533,0.91
0.9997,32.6484,16.4317,27.02,0.9997,21.9004
18.4555,22.9611,19.1524,18.9955,15.9713,4.4642
1.0165,15.6237,18.4417,1.0165,13.8348,50.0667
20.6838,22.5899,6.5339,21.3673,18.5107,10.3143
0.8971,20.4223,33.9524,13.6542,30.1768,0.8971
25.4652,1.6513,10.861,1.6513,58.7199,1.6513
24.876,1.2634,20.6039,1.2634,50.7299,1.2634
33.3196,29.2481,13.2898,1.5158,21.111,1.5158
0.9045,9.1263,36.0407,30.4764,22.5476,0.9045
11.9668,25.0563,5.7594,5.0536,30.7742,21.3896
0.7476,0.7476,36.7986,2.8005,29.4749,29.4309
27.5004,23.0882,20.0913,5.3389,11.3698,12.6114
69.5229,1.6687,23.8025,1.6687,1.6687,1.6687
19.3409,35.1359,21.834,0.8807,5.3174,17.491
24.2764,2.9766,11.1709,15.4276,15.4575,30.691
28.6284,9.2475,4.5559,28.0139,23.2706,6.2837
18.9461,16.8851,26.7897,26.9471,0.5475,9.8845
10.183,1.2499,36.5733,33.4107,1.2499,17.3332
18.7008,12.0286,0.8637,15.9357,32.6422,19.8289
1.1904,47.9461,44.5133,1.1904,1.1904,3.9694
30.0973,14.2218,0.813,16.3853,0.813,37.6696
0.666,16.9271,33.0371,11.0249,19.6093,18.7354
11.2938,14.3974,26.957,23.1707,23.5187,0.6624
18.8575,12.1715,5.6515,22.1989,8.4483,32.6723
18.0206,28.1005,20.9855,1.2755,13.825,17.7929
27.5482,16.0279,1.3196,1.3196,45.957,7.8277
1.2928,20.852,1.2928,15.6971,57.4477,3.4175
22.984,4.6195,8.6981,19.3491,12.3399,32.0095
34.6063,2.4277,2.4277,54.6137,3.4969,2.4277
7.1365,23.6155,25.447,0.5828,25.1792,18.0389
1.122,41.6156,20.231,1.122,34.7875,1.122
9.8774,0.6916,29.8686,5.975,22.1388,31.4486
6.7988,31.7337,22.7867,0.76,0.76,37.161
19.2323,19.4988,7.0409,29.5434,24.0566,0.6281
7.2088,29.0816,13.9798,1.0703,24.6163,24.0432
29.5112,25.4341,2.5395,11.2471,28.3288,2.9392
9.3854,3.0829,13.0851,38.5816,1.3378,34.5272
40.3659,16.3092,0.81,35.4645,6.2404,0.81
10.514,49.1128,1.0762,8.5037,2.943,27.8503
1.3642,28.0252,65.2444,2.6377,1.3642,1.3642
6.1616,27.116,1.0406,10.8458,33.5926,21.2434
22.6838,7.4755,13.2866,9.9345,17.7579,28.8618
29.9833,11.1652,25.6275,0.6234,14.6385,17.9621
0.8664,5.4457,17.8723,5.1289,39.8915,30.7953
8.4759,16.4005,45.1681,14.5013,14.1717,1.2826
0.8292,33.9684,0.8292,39.9629,21.6682,2.7421
64.1154,6.134,1.4146,1.4146,1.8082,25.1132
13.7033,14.0977,0.7089,26.0144,24.6093,20.8663
16.6667,16.6667,16.6667,16.6667,16.6667,16.6667
0.7201,35.2407,19.3505,0.7201,23.127,20.8416
24.9683,17.4332,0.6572,0.6572,32.3492,23.935
0.9874,18.1411,48.6061,0.9874,21.4728,9.8053
26.6878,33.4325,29.3118,2.3306,2.3306,5.9067
8.8616,0.8025,14.8495,38.7635,0.8025,35.9203
42.6561,1.1603,1.1603,6.3556,47.5073,1.1603
1.2625,29.3557,1.2625,12.9158,37.2199,17.9836
21.2477,0.8711,3.7154,32.7871,6.8991,34.4796
5.3099,14.5568,10.8766,41.936,0.8518,26.4689
24.402,0.91,9.6453,24.9935,29.1433,10.9059
12.7206,0.947,25.6968,40.1818,0.947,19.5068
24.1035,21.0638,15.0398,24.93,6.8707,7.9922
25.8598,32.7891,17.5676,2.2978,1.2527,20.233
50.1828,9.2735,1.3305,20.2352,17.6475,1.3305
17.3629,28.5968,0.6977,17.2137,28.7573,7.3715
22.7127,12.9982,10.8616,27.359,15.6922,10.3762
19.6073,6.8007,32.7001,4.3865,31.7081,4.7974
21.9167,11.7286,0.5003,22.7841,22.286,20.7843
19.2908,13.2092,19.2859,37.63,0.7706,9.8135
26.3315,10.7947,21.6051,26.7678,0.5838,13.9171
1.19,1.19,50.0361,29.0493,17.3447,1.19
0.9992,12.4237,23.6725,8.5545,29.9265,24.4236
0.6899,25.351,13.836,0.6899,28.5241,30.9092
1.5427,23.7424,48.3354,10.8439,13.9929,1.5427
0.6884,1.778,13.3344,27.9448,22.2548,33.9997
23.6352,14.1049,2.6539,16.7324,23.4908,19.3828
1.7656,11.3106,11.7888,12.8712,31.3934,30.8704
8.8954,6.0703,45.251,13.1323,1.1233,25.5277
0.913,31.3198,10.9515,11.9263,34.7233,10.1661
44.3813,29.0496,1.2028,18.5732,5.5904,1.2028
28.5721,1.1471,1.1471,49.7991,18.1874,1.1471
12.7153,29.2043,32.3142,5.5832,19.2891,0.894
66.087,1.7536,1.7536,1.7536,2.0024,26.6498
8.7159,26.6459,6.492,24.0627,27.4983,6.5852
17.8522,22.6641,9.3832,17.2958,6.0234,26.7813
23.3566,2.2535,32.749,0.7491,33.677,7.2147
0.5269,26.3458,24.0582,0.5269,26.3,22.2421
34.7034,12.8173,35.6532,15.3558,0.7352,0.7352
21.4199,28.6939,2.7915,26.5566,0.6341,19.904
5.318,73.4102,5.318,5.318,5.318,5.318
21.4997,8.8196,22.7488,0.5229,22.8172,23.5919
14.2742,17.6985,24.1858,21.5857,13.0198,9.2359
1.0458,21.1337,36.207,1.0458,1.0458,39.5219
1.2902,42.9886,30.9143,7.3946,9.0697,8.3427
11.3555,29.3963,25.2101,0.7007,12.6428,20.6945
0.8636,0.8636,26.9353,9.0546,20.1916,42.0913
1.2777,30.9377,52.6418,12.5873,1.2777,1.2777
24.8156,18.7607,11.7954,17.8131,14.7862,12.0291
2.0039,89.1976,2.0039,2.7869,2.0039,2.0039
1.3575,38.5602,22.7267,34.6405,1.3575,1.3575
6.5127,0.9599,11.3163,27.7781,7.1025,46.3305
30.5589,0.7564,23.6109,29.3371,0.7564,14.9804
66.0408,2.7837,2.7837,2.7837,2.7837,22.8243
0.9977,0.9977,33.0117,21.8569,42.1381,0.9977
25.6022,20.2524,12.0004,19.982,0.5574,21.6056
14.5512,5.64,0.7864,35.5832,25.1167,18.3225
27.9463,0.7425,8.007,35.5754,26.9862,0.7425
14.743,1.6121,69.0871,1.6121,1.6121,11.3334
1.5525,71.9695,1.5525,1.5525,15.0827,8.2902
21.0362,0.8927,25.4321,36.6335,0.8927,15.1127
50.7451,1.147,18.151,1.147,11.4213,17.3885
1.2043,23.6098,15.556,16.6575,18.5681,24.4044
0.842,19.8653,15.2605,19.925,3.0594,41.0479
21.5467,0.8837,27.0021,33.8022,0.8837,15.8817
19.2462,17.5544,14.635,35.2649,10.5703,2.7292
34.5237,26.8033,0.7233,30.0227,0.7233,7.2036
16.4784,1.3282,1.3282,46.5757,5.6493,28.6402
1.2101,15.0577,47.7794,1.2101,7.7373,27.0055
0.8907,25.4221,31.5126,16.2364,12.8356,13.1027
0.8907,28.7481,36.3717,0.8907,32.208,0.8907
1.8052,83.5087,1.8052,9.2704,1.8052,1.8052
16.2511,27.5643,14.5818,1.1443,39.3141,1.1443
1.045,8.9897,29.7773,35.6495,1.045,23.4936
29.2726,48.5417,0.9998,7.3747,11.8495,1.9617
0.8878,0.8878,42.8666,0.8878,17.2096,37.2603
8.3897,8.6725,51.0041,1.0252,1.0252,29.8834
17.9965,14.3636,20.0046,10.4562,19.5559,17.6233
3.7436,61.5501,3.7436,3.7436,3.7436,23.4754
19.5432,20.3841,26.9263,20.8264,11.6954,0.6247
23.1771,20.5862,10.8931,23.4009,21.4565,0.4862
16.5957,21.0394,27.9336,6.1281,15.393,12.9103
55.7504,12.4552,1.2222,1.2222,1.2222,28.1279
13.8604,0.841,35.05,28.8996,0.841,20.5079
14.3623,8.6187,35.9603,0.8027,10.9661,29.2899
33.4513,12.6255,13.3516,0.8248,21.6831,18.0638
0.8967,9.8528,26.876,20.2919,4.0335,38.049
49.6974,1.0832,1.0832,11.9106,1.0832,35.1424
0.777,22.6124,24.7193,10.3177,33.7754,7.7983
51.571,1.0417,13.6514,19.5747,1.0417,13.1196
0.9704,23.5552,16.2375,26.353,0.9704,31.9134
9.5419,4.8103,2.1286,23.0849,35.024,25.4103
24.1671,10.5442,21.2363,33.6157,9.6994,0.7373
19.081,3.5609,0.8401,41.3713,0.8401,34.3066
11.2044,25.8234,4.3174,0.8071,30.4729,27.3748
0.8463,17.1759,40.4334,35.9122,0.8463,4.786
12.5393,0.7395,27.6518,21.0649,28.2138,9.7907
16.0807,0.6965,23.3027,28.9104,3.7603,27.2494
39.8864,7.2338,18.3489,31.0824,1.7243,1.7243
0.9451,0.9451,24.7305,25.7107,46.7235,0.9451
1.2053,25.3323,19.6611,17.2468,25.3957,11.1587
21.8531,11.8083,29.5971,6.0689,17.4248,13.2477
14.5462,0.6473,31.1727,26.7959,1.5764,25.2614
25.6625,0.5901,6.914,14.6896,27.2614,24.8825
2.4792,2.4792,2.4792,87.6041,2.4792,2.4792
1.0505,10.1129,37.3359,20.6778,4.7768,26.0461
15.3892,0.7804,22.871,27.3372,21.1074,12.5148
17.1162,20.7522,20.3771,27.0647,0.6325,14.0573
0.9903,45.0892,0.9903,32.0514,19.8884,0.9903
33.6955,16.3216,7.9688,27.1188,3.8199,11.0753
0.9823,36.0773,9.2665,12.3459,18.242,23.0861
0.9872,24.3802,3.326,0.9872,38.6996,31.6196
2.1033,2.1033,46.1713,32.4615,15.0572,2.1033
12.6898,33.9895,1.1964,1.1964,5.1283,45.7998
1.0178,32.8004,22.0166,0.7565,34.6102,8.7985
22.6092,0.8411,32.5208,11.7066,4.4405,27.8818
0.9389,0.9389,38.0503,36.7633,15.9388,7.3698
9.7575,20.6917,26.4022,0.6638,15.0484,27.4364
7.0817,1.9927,51.544,25.2104,1.9927,12.1785
26.6824,11.0601,0.8155,0.8155,37.7592,22.8673
2.3017,2.3017,8.7541,2.3017,23.567,60.7739
32.9247,3.7567,12.9902,0.8308,27.6685,21.829
10.8316,26.2127,1.2216,59.2907,1.2216,1.2216
1.5494,49.1688,1.5494,44.3566,1.5494,1.8264
1.584,6.9985,47.008,1.584,5.2144,37.611
31.0776,0.8209,17.3542,14.9201,0.8209,35.0063
13.0314,23.2331,33.5835,8.4234,0.7651,20.9635
33.6882,24.8293,1.0962,25.6746,13.6156,1.0962
8.595,30.3181,28.2424,0.899,1.4136,30.5319
6.012,4.3169,25.2994,2.0747,60.2223,2.0747
14.1995,1.5641,3.7184,1.5641,1.5641,77.3899
9.5562,1.316,11.277,30.0824,12.0154,35.753
7.9697,20.2921,0.9331,42.955,11.031,16.8192
4.9543,4.9543,70.4838,4.9543,9.4055,5.2479
27.8731,61.3864,1.4812,1.4812,1.4812,6.2968
1.9725,33.0801,51.9744,1.9725,9.0279,1.9725
11.7125,14.2122,19.4486,51.9714,1.3277,1.3277
40.6922,20.6144,1.1263,1.1263,35.3145,1.1263
1.1118,25.4786,42.2322,1.1118,17.0693,12.9962
18.013,23.1072,0.7137,17.3402,6.2492,34.5766
13.935,0.668,23.6346,28.7044,24.4802,8.5777
0.6064,21.0517,29.2781,22.4285,21.9526,4.6827
21.2561,8.3827,35.7674,4.5532,0.8183,29.2223
0.9984,27.6792,16.866,0.9984,31.4064,22.0517
0.5573,24.0342,24.9157,23.3195,10.078,17.0955
32.3341,19.2111,21.3181,25.6287,0.754,0.754
46.4369,9.9664,0.9749,15.9018,0.9749,25.7452
15.7802,5.9094,13.2127,28.0401,11.2134,25.8441
7.4452,0.8977,42.1691,1.0911,20.1636,28.2332
19.3137,2.4607,40.6467,2.4607,2.4607,32.6575
27.0148,1.3588,39.4345,20.8245,10.0087,1.3588
49.013,1.9399,1.9399,43.2272,1.9399,1.9399
21.8283,0.8976,36.0591,4.4797,5.9912,30.7441
2.9445,20.7905,19.5171,0.6954,32.5827,23.4698
4.5937,5.5568,2.7868,53.2568,2.7868,31.0191
40.733,41.104,1.3362,1.3362,1.3362,14.1543
1.656,1.656,44.1918,1.656,21.6449,29.1953
1.7788,1.7788,33.0663,1.7788,16.9545,44.6429
21.0751,18.4614,13.0048,20.1226,6.5693,20.7669
0.8872,24.7895,38.3401,0.8872,31.9024,3.1935
23.8113,14.3332,25.9109,8.0566,9.5461,18.3418
32.6452,6.7784,0.96,35.435,23.2214,0.96
20.3831,24.4994,1.2493,28.2072,0.6392,25.0219
25.5689,25.9509,22.2628,5.6657,16.5858,3.9658
37.5631,0.8848,28.2028,15.7832,9.2721,8.2939
32.8944,7.3827,29.0948,29.2345,0.6968,0.6968
1.2687,44.9063,44.1876,7.1,1.2687,1.2687
1.1495,52.269,1.1495,1.1495,43.133,1.1495
11.4298,14.5585,5.8164,0.9794,21.0021,46.2138
1.8041,21.7983,1.8041,10.6235,1.8041,62.1657
11.0845,0.9575,44.4484,0.9575,27.8317,14.7202
18.0357,26.879,21.9017,0.6692,28.2094,4.305
1.1962,37.0766,1.1962,1.1962,49.7417,9.5931
11.5722,14.2818,41.183,15.4781,15.7003,1.7845
28.116,7.4703,28.5999,0.6909,13.3669,21.7559
1.0475,49.7755,20.9952,26.0867,1.0475,1.0475
1.7061,33.8011,43.9162,2.8396,16.0309,1.7061
17.0756,27.8481,16.9259,12.6695,16.3177,9.1631
15.4325,29.4302,26.9724,6.0734,17.0499,5.0416
4.3236,22.7044,21.9686,0.8758,35.2604,14.8673
24.4864,17.7926,1.0097,5.629,47.6599,3.4224
1.7704,18.7251,39.2173,2.6027,1.7704,35.9142
12.5698,9.3465,25.0539,26.3424,0.5479,26.1394
9.8396,23.7094,14.0438,37.0815,0.7742,14.5515
23.0887,10.1724,4.375,20.0477,12.8378,29.4784
24.8751,0.5225,17.7608,24.1151,6.898,25.8284
14.7431,3.4987,27.6871,30.3995,17.8323,5.8393
74.6698,4.2569,4.2569,4.2569,8.3026,4.2569
34.3149,1.1247,1.1247,27.5501,34.761,1.1247
8.3779,0.9777,47.9358,19.7166,22.0141,0.9777
31.7146,13.0631,17.1729,33.3951,3.8473,0.807
0.9259,0.9259,0.9259,43.1441,19.9036,34.1745
27.6171,18.7089,0.8022,31.4956,20.574,0.8022
40.427,0.9301,31.2198,2.3172,24.1758,0.9301
0.8107,0.8107,33.5587,19.5787,13.4851,31.7561
3.9507,25.2885,1.0961,1.0961,17.9377,50.6308
52.4138,4.7577,18.7846,1.1419,17.5247,5.3773
50.7438,2.3519,2.6449,37.5839,4.3236,2.3519
25.6348,0.6409,25.648,0.6409,20.9469,26.4885
1.1959,44.9209,1.1959,50.2957,1.1959,1.1959
4.0781,4.0859,15.6284,17.5312,29.6419,29.0346
39.7103,1.1582,38.5468,1.1582,2.1626,17.264
1.3856,58.3397,36.1178,1.3856,1.3856,1.3856
14.2473,0.8738,29.5622,39.118,0.8738,15.325
1.6726,13.4494,1.6726,1.6726,79.8602,1.6726
19.3097,25.3298,27.0056,2.724,13.5313,12.0996
0.6047,24.1026,23.9986,22.2113,26.371,2.7118
14.2295,19.2147,17.3419,21.8343,16.7263,10.6534
46.9832,1.5865,1.5865,20.0224,12.8021,17.0194
18.6068,31.6483,19.9954,3.4476,25.6224,0.6794
0.796,33.4546,29.8686,0.796,34.2889,0.796
12.0393,20.2977,12.0879,30.7749,22.585,2.2151
23.3685,17.4088,18.1439,20.4028,1.7986,18.8774
1.5439,10.4581,1.5439,61.8808,21.3008,3.2724
21.7686,9.2258,1.8284,18.4986,5.2351,43.4435
15.6032,0.6627,0.7683,29.6869,21.9047,31.3741
8.1223,20.2722,1.8147,21.7192,19.26,28.8116
24.3476,21.7347,19.6159,0.5341,10.024,23.7437
26.9024,1.1571,54.1764,1.1571,15.45,1.1571
41.4334,1.0904,4.0612,44.5336,7.7911,1.0904
13.7117,30.1725,6.197,0.7928,32.8067,16.3193
29.2005,0.6768,28.6547,15.8171,1.4807,24.1702
4.5884,27.6508,3.1274,1.3155,59.8773,3.4405
14.1249,16.1197,25.6687,0.843,32.6366,10.6071
30.3846,0.727,32.6825,12.7125,0.727,22.7665
6.1628,12.9496,11.8274,19.2505,25.0878,24.722
29.0923,23.3963,0.6114,23.0461,0.6114,23.2424
23.7488,0.5428,20.3578,25.3773,4.8729,25.1005
24.9567,39.5167,0.973,0.973,28.5024,5.0782
27.2283,0.9652,20.5814,34.919,15.3409,0.9652
16.5172,28.7761,0.7406,30.3758,0.7406,22.8498
20.3527,15.7754,0.9831,0.9831,13.4778,48.4279
0.6966,29.3352,30.8586,1.5129,3.7976,33.7991
8.5474,25.3468,0.9082,4.186,29.1254,31.8862
24.3573,13.5638,27.1095,27.4138,4.277,3.2786
8.4188,11.3613,1.1544,35.3163,42.5948,1.1544
0.634,29.2338,25.1501,1.7537,30.0574,13.171
23.789,17.7124,28.4236,4.2205,16.8858,8.9687
7.0767,53.6837,5.5542,22.5771,5.5542,5.5542
30.6506,1.0319,18.1421,1.0319,3.3999,45.7435
1.0108,28.328,1.0108,1.0108,44.437,24.2025
19.6621,6.8425,23.3386,19.9473,0.9783,29.2312
22.6412,23.3397,11.9869,27.4538,13.8837,0.6947
16.5349,14.7056,13.1288,9.6698,23.9816,21.9793
18.1806,9.9139,17.8375,6.527,23.4681,24.0729
34.6235,0.8551,13.0664,14.4529,8.189,28.813
1.0226,50.6835,11.9919,1.0772,1.0226,34.2023
15.5226,20.187,19.7818,21.5632,12.1321,10.8132
12.7096,23.3409,13.2693,0.9189,32.483,17.2783
5.3697,49.2938,27.8463,5.8327,9.7392,1.9183
1.9953,1.9953,9.8259,66.5589,1.9953,17.6293
7.4211,35.5063,29.3055,0.8017,0.8017,26.1637
5.1536,41.001,0.8338,18.7556,33.4222,0.8338
39.4183,13.1742,1.0398,5.1897,28.6383,12.5396
42.0053,1.8949,9.919,22.9052,21.3806,1.8949
24.7659,2.209,22.5686,15.7791,1.766,32.9114
0.9237,41.5691,3.2483,18.4543,0.9237,34.881
1.0309,24.8829,25.4893,9.7969,20.0292,18.7708
1.2442,37.5898,57.4029,1.2747,1.2442,1.2442
1.2218,18.9672,31.7931,1.2218,45.5743,1.2218
0.9253,25.9554,20.2612,1.1581,40.9096,10.7904
10.0743,11.812,0.8014,27.3317,10.6191,39.3615
11.9067,5.5811,27.9025,8.3828,26.8984,19.3284
15.862,16.7693,20.4257,10.0243,22.0905,14.8282
18.1823,23.6014,0.9848,16.7062,10.6601,29.8653
10.3323,13.7491,16.8626,10.9009,31.2949,16.86
11.6153,4.059,31.654,25.9919,0.7729,25.9069
4.3431,25.95,19.3061,22.9651,16.4402,10.9955
21.7824,20.1254,17.8902,0.72,34.1826,5.2994
10.0207,1.5866,18.9045,29.0315,21.5883,18.8685
28.3248,7.4856,27.4207,15.2023,9.295,12.2716
50.4806,1.2582,24.5025,1.2582,21.2423,1.2582
18.2539,2.115,2.115,73.2863,2.115,2.115
1.3277,39.6771,37.5704,1.3277,1.3277,18.7694
30.8334,12.0442,8.863,7.6557,6.0398,34.564
11.0326,1.5705,1.5705,20.0335,1.5705,64.2226
28.0207,18.2243,0.6845,20.1251,5.12,27.8254
29.7628,5.9912,14.0187,4.8682,44.3382,1.021
2.8442,27.2945,34.6978,31.9753,1.5941,1.5941
16.034,15.7587,25.0832,22.1491,4.656,16.3189
21.9964,1.1422,1.1422,18.0765,30.2203,27.4224
24.4943,0.5328,19.1953,13.1913,22.5787,20.0075
24.7797,17.1757,26.6349,0.5705,16.5724,14.2668
24.8905,17.3546,9.9909,26.6368,20.5107,0.6166
1.1249,25.265,1.1249,4.4089,39.7432,28.3332
10.0432,1.681,25.26,33.7408,28.5913,0.6837
50.1579,5.8303,5.6525,28.1631,2.8122,7.3839
49.3708,1.9184,37.0654,1.9184,7.8086,1.9184
19.5669,0.696,7.4659,20.9171,31.4595,19.8945
0.6228,0.6228,25.1939,20.5207,28.6563,24.3836
26.318,1.6583,50.2809,13.0818,7.0026,1.6583
6.2107,12.2543,32.1241,27.7923,0.6685,20.95
12.9532,19.7663,21.7707,23.9458,2.9011,18.6629
16.138,29.1089,20.3034,0.7466,30.2966,3.4066
56.3589,6.2118,1.5999,1.5999,32.6296,1.5999
0.806,23.0097,6.5524,37.576,31.2499,0.806
43.9115,1.0059,18.0822,8.8675,15.2932,12.8397
11.4339,0.967,21.0882,47.0701,0.967,18.4739
30.6825,24.9216,0.7343,21.1489,0.7343,21.7783
39.5567,0.9739,0.9739,4.6231,21.7743,32.0981
0.7057,13.1919,29.0884,27.1518,11.7274,18.1347
14.1428,5.4579,17.178,1.0158,26.4458,35.7597
17.8208,0.9675,3.4792,36.2722,40.4927,0.9675
1.178,1.178,38.641,18.4502,24.4701,16.0828
6.2674,12.618,15.4372,27.5455,8.768,29.364
11.4384,25.2426,10.5877,28.7141,0.7113,23.3059
19.1686,21.4053,18.8084,8.1567,16.5804,15.8807
3.7523,29.0551,1.5037,1.5037,1.5037,62.6815
0.604,29.8929,17.5776,29.1989,2.2689,20.4577
1.8238,25.2359,4.599,21.2695,33.5319,13.5399
17.9577,28.9843,20.4649,0.8844,11.0319,20.6768
21.1814,18.4913,16.9069,26.4183,5.5624,11.4397
1.0796,7.3117,38.6497,5.0054,1.0796,46.8739
23.3958,1.1249,51.8796,1.1249,8.0885,14.3864
45.2826,1.2448,27.2203,23.7628,1.2448,1.2448
9.6589,0.8822,42.005,3.2581,43.3137,0.8822
0.6356,16.6724,31.6572,11.8951,31.2804,7.8592
34.477,23.4183,18.5024,1.125,1.125,21.3521
5.65,26.5048,18.7048,9.2876,37.9715,1.8814
44.4548,1.5392,25.4213,8.675,18.3704,1.5392
19.4659,25.4953,0.5747,8.6402,24.3903,21.4336
23.5176,0.5763,19.5899,8.6795,25.1202,22.5165
0.5887,24.2624,0.5887,23.9543,25.7538,24.8521
40.926,1.2599,5.5767,7.3318,43.6457,1.2599
36.8568,29.7748,0.7739,31.0468,0.7739,0.7739
26.6481,8.353,23.1711,26.677,12.6584,2.4925
1.0147,44.7204,3.2149,39.0263,11.009,1.0147
11.2798,33.0784,27.3456,0.7395,26.817,0.7395
19.0195,1.2111,50.8069,26.5405,1.2111,1.2111
4.8965,37.9283,0.8213,32.9214,9.974,13.4586
1.0995,17.8584,18.4893,19.5724,31.6477,11.3328
0.8095,17.0165,33.5869,0.8095,16.8222,30.9554
25.3429,28.848,23.7075,13.2961,0.9819,7.8235
5.9901,27.9577,58.5245,1.2013,1.2013,5.1252
32.2413,20.0732,16.5272,0.8733,7.4104,22.8745
0.6921,29.117,4.3015,33.117,25.6017,7.1707
7.4576,44.9951,1.0425,44.4199,1.0425,1.0425
47.7302,1.0302,48.1489,1.0302,1.0302,1.0302
13.5632,12.224,2.0356,68.1061,2.0356,2.0356
2.7702,0.7728,27.1523,2.4757,35.5724,31.2566
1.3,31.9261,20.814,1.3,1.3,43.36
2.7603,24.8295,6.5233,15.9283,24.8801,25.0784
15.7769,31.392,1.2645,5.732,36.0338,9.8007
20.8624,17.0011,0.8356,35.5932,24.0835,1.6241
22.2103,16.0065,20.7341,0.6074,19.8821,20.5596
24.2944,1.1559,48.1566,10.1944,1.1559,15.0429
18.7222,20.1282,15.3111,25.7168,15.4409,4.6808
10.6014,25.9226,28.628,0.5939,23.4657,10.7885
6.5026,21.7039,31.5024,14.3725,25.118,0.8007
2.4507,12.0094,1.8647,79.9458,1.8647,1.8647
5.4736,4.2679,34.2321,26.1089,24.1148,5.8027
10.4012,11.3265,15.2932,30.2751,17.3029,15.401
26.4728,0.5407,17.9578,14.3357,20.3679,20.3251
1.7315,1.7315,47.6296,3.7945,37.0713,8.0416
30.9485,0.9399,33.6243,0.9399,32.6075,0.9399
10.5821,0.9056,41.7967,25.9503,0.9056,19.8598
33.1351,27.4459,0.7439,37.1873,0.7439,0.7439
1.1555,28.8531,1.6797,11.2296,29.5042,27.5779
0.7259,7.0961,24.4468,29.9791,26.3784,11.3737
1.4302,14.9934,22.111,6.572,22.3728,32.5206
11.3645,34.5141,31.5961,8.3489,0.9083,13.2681
1.1309,20.43,48.4105,1.1309,24.6794,4.2183
60.7091,3.3097,24.2646,3.3097,5.097,3.3097
18.1785,8.8142,8.6221,29.1102,0.723,34.552
44.905,49.5105,1.0736,2.3638,1.0736,1.0736
5.6364,36.4156,1.1742,39.2781,1.4969,15.9988
5.1369,1.4648,48.4259,1.0546,26.3207,17.5971
9.6687,20.8398,0.8078,23.9763,6.7668,37.9407
27.0508,24.0211,0.9981,20.4105,26.5214,0.9981
22.5884,20.1492,0.4699,20.1767,19.8217,16.7941
28.4009,21.4882,16.8492,9.3649,1.0777,22.8191
9.1884,14.9142,0.7336,34.6932,8.6837,31.787
33.9591,11.4602,15.0152,17.3176,5.3911,16.8568
20.5509,21.7898,14.9256,20.2067,5.4455,17.0816
1.2685,31.8294,1.2685,32.2637,1.2685,32.1013
1.684,27.0993,1.684,58.2128,1.684,9.6359
26.5749,13.1273,53.0225,3.5457,2.4842,1.2455
25.4544,32.6293,8.8871,0.8439,0.8439,31.3414
12.5388,33.7237,27.8203,0.7722,23.2278,1.9172
0.993,0.993,21.0802,0.993,36.744,39.1966
25.429,31.4653,37.217,0.8332,0.8332,4.2222
31.4411,15.1866,12.22,1.1624,33.9013,6.0887
25.1525,0.9371,26.5015,31.9613,14.5105,0.9371
0.5313,26.0581,22.7725,22.1779,8.1914,20.2688
29.9673,5.0835,1.3218,36.5232,0.7658,26.3384
27.4375,32.2544,0.6669,10.5445,1.5782,27.5185
15.3908,8.1928,0.7178,26.4134,30.4032,18.882
